time,energy
0.0,0.9999999999999999
0.005,0.996292244766078
0.01,0.9947883369292402
0.015,0.9957376157273271
0.02,0.998874208691917
0.025,1.0034897870855306
0.03,1.0086023806399822
0.035,1.0131788341892898
0.04,1.016357476733103
0.045,1.0176201116967758
0.05,1.0168772475095562
0.055,1.014453183576521
0.06,1.0109819840142773
0.065,1.0072453070088625
0.07,1.003993907283693
0.075,1.0017944768050553
0.08,1.0009333852352333
0.085,1.0013923023609714
0.09,1.0028923891172639
0.095,1.0049884051197138
0.1,1.0071850855379163
0.105,1.0090468668910864
0.11,1.0102777566790533
0.115,1.010758468770109
0.12,1.0105397023281133
0.125,1.0098005690873295
0.13,1.0087874998291364
0.135,1.0077506106238867
0.14,1.0068919108957026
0.145,1.0063342866586347
0.15,1.0061137340886825
0.155,1.006191587951726
0.16,1.0064797024129284
0.165,1.006870191692748
0.17,1.0072622199857155
0.17500000000000002,1.00758073985697
0.18,1.0077850972551081
0.185,1.0078681933007148
0.19,1.0078488235639067
0.195,1.0077606575654492
0.2,1.00764115220367
0.20500000000000002,1.0075228148070385
0.21,1.0074280391715016
0.215,1.007367596663529
0.22,1.0073420279150473
0.225,1.007344758572982
0.23,1.0073657338888355
0.23500000000000001,1.0073946221006698
0.24,1.0074230302445006
0.245,1.007445573481204
0.25,1.0074599460039477
0.255,1.0074663150778316
0.26,1.0074664024681836
0.265,1.007462562621307
0.27,1.007457060086522
0.275,1.007451632553198
0.28,1.0074473308683114
0.28500000000000003,1.007444568247106
0.29,1.0074432885583873
0.295,1.007443169901601
0.3,1.0074438027335721
0.305,1.0074448101440132
0.31,1.0074459032806324
0.315,1.0074468831013628
0.32,1.0074476096642193
0.325,1.0074479631958537
0.33,1.0074478190215956
0.335,1.0074470525777257
0.34,1.0074455819414236
0.34500000000000003,1.0074434439380169
0.35000000000000003,1.0074408865115583
0.355,1.007438446362965
0.36,1.0074369702255008
0.365,1.0074375354946565
0.37,1.0074412367560404
0.375,1.0074488331510407
0.38,1.0074602975747553
0.385,1.0074743660248888
0.39,1.007488239855867
0.395,1.0074976243567881
0.4,1.0074972705562668
0.405,1.0074821048745222
0.41000000000000003,1.0074488786900537
0.41500000000000004,1.0073980652395338
0.42,1.0073355197361589
0.425,1.0072732689243602
0.43,1.0072287871314547
0.435,1.0072223124801407
0.44,1.0072721825649087
0.445,1.0073887791506848
0.45,1.0075683418218568
0.455,1.007788447137537
0.46,1.0080071285333358
0.465,1.0081672425825585
0.47000000000000003,1.0082066887663121
0.47500000000000003,1.0080735574246464
0.48,1.0077435128586687
0.485,1.007235187897201
0.49,1.0066186200717573
0.495,1.00601226654028
0.5,1.0055661106739802
0.505,1.0054316383257056
0.51,1.005723388717176
0.515,1.006480375933867
0.52,1.0076377818437074
0.525,1.0090189577481206
0.53,1.0103544709635661
0.535,1.0113289991662764
0.54,1.0116494654210797
0.545,1.0111207518746956
0.55,1.0097107170932123
0.555,1.0075858328439515
0.56,1.0051034007062305
0.5650000000000001,1.0027555357343052
0.5700000000000001,1.0010720464406313
0.5750000000000001,1.0005010728071126
0.58,1.0012945909856168
0.585,1.0034279374658979
0.59,1.0065770479546532
0.595,1.0101648081692478
0.6,1.0134714178381696
0.605,1.0157870393985586
0.61,1.0165726946856837
0.615,1.0155910008957643
0.62,1.0129735916677198
0.625,1.0092061154145144
0.63,1.0050312710410239
0.635,1.0012905192458343
0.64,0.9987406399399885
0.645,0.9978880353055294
0.65,0.9988797157280545
0.655,1.0014761884896648
0.66,1.0051115243685458
0.665,1.009024864919165
0.67,1.0124309338103137
0.675,1.0146888739126076
0.68,1.015430769796198
0.685,1.0146226148654527
0.6900000000000001,1.012547935749529
0.6950000000000001,1.0097230866830784
0.7000000000000001,1.00676859083137
0.705,1.0042692453062056
0.71,1.002655492266128
0.715,1.002130565761351
0.72,1.0026548401590858
0.725,1.003984356062623
0.73,1.0057483754968706
0.735,1.007543723326983
0.74,1.0090227315422597
0.745,1.0099562600172158
0.75,1.0102616363234538
0.755,1.0099948843253612
0.76,1.0093148215856418
0.765,1.0084317237568554
0.77,1.00755455052329
0.775,1.006848537389516
0.78,1.0064104188252139
0.785,1.006263175383591
0.79,1.0063674310290447
0.795,1.0066434842674006
0.8,1.0069968569341499
0.805,1.0073410222179748
0.81,1.0076130399262135
0.8150000000000001,1.0077804068937775
0.8200000000000001,1.007839796376028
0.8250000000000001,1.0078100034315984
0.8300000000000001,1.007722119934208
0.835,1.0076097977109344
0.84,1.0075016810564887
0.845,1.0074170422316722
0.85,1.007364653706985
0.855,1.007344200883892
0.86,1.007349175401564
0.865,1.0073701733735145
0.87,1.0073977579456754
0.875,1.0074244021141365
0.88,1.0074453854467578
0.885,1.0074587928473553
0.89,1.0074649163244696
0.895,1.0074653947089325
0.9,1.007462371928298
0.905,1.0074578536915382
0.91,1.0074533345518497
0.915,1.0074496801650568
0.92,1.0074471965491123
0.925,1.0074457998290707
0.93,1.0074452083255954
0.935,1.0074451023459967
0.9400000000000001,1.0074452246679202
0.9450000000000001,1.007445418566948
0.9500000000000001,1.0074456163469612
0.9550000000000001,1.0074457991130545
0.96,1.0074459495821895
0.965,1.007446016448893
0.97,1.0074459033016796
0.975,1.0074454885358615
0.98,1.0074446754650606
0.985,1.0074434638028182
0.99,1.0074420250417304
0.995,1.0074407561165284
1.0,1.007440280516839
1.0050000000000001,1.0074413672284568
1.01,1.007444749227017
1.0150000000000001,1.0074508470433248
1.02,1.0074594382040991
1.025,1.0074693542494417
1.03,1.0074783221723318
1.035,1.0074830809314275
1.04,1.007479879939494
1.045,1.0074653939717908
1.05,1.007437968358364
1.055,1.0073989575501698
1.06,1.007353776343544
1.065,1.0073121983386046
1.07,1.0072874660294544
1.075,1.0072939619761743
1.08,1.0073435361643572
1.085,1.007441044244352
1.09,1.007580120919006
1.095,1.0077405438641562
1.1,1.0078885764436245
1.105,1.0079812906077839
1.11,1.0079750360733972
1.115,1.0078370446234215
1.12,1.0075578917542471
1.125,1.0071615462563075
1.1300000000000001,1.0067094147612843
1.135,1.0062954364135124
1.1400000000000001,1.0060309922488897
1.145,1.0060209498027246
1.1500000000000001,1.006335030139129
1.155,1.0069810881173817
1.16,1.007888006820089
1.165,1.0089050814595586
1.17,1.0098217967969694
1.175,1.0104071709360551
1.18,1.0104623408953688
1.185,1.0098752273434157
1.19,1.008663449289487
1.195,1.0069923233194695
1.2,1.0051591709047716
1.205,1.0035426533133693
1.21,1.002524844924579
1.215,1.0024019603287935
1.22,1.003304689697517
1.225,1.005149176521492
1.23,1.00763417758368
1.235,1.0102897580025976
1.24,1.0125702792490952
1.245,1.0139726095385329
1.25,1.014152664003426
